path,question,answer,prediction
c6/c66efce1.jpg,How many straps are visible?,2,2
ba/ba01d1d6.jpg,What is this item?,case,yes
cd/cd07182d.jpg,Are there dots on top?,yes,yes
eb/eb4aaf62.jpg,What color is this?,black,black
6d/6d5a4cc0.jpg,What color is the case?,black,black
46/463e8259.jpg,What is the product?,case,yes
48/48ec98bb.jpg,What is the case's color?,orange,it
74/743529fe.jpg,What is the overall texture?,smooth,no
a0/a0dc87bb.jpg,What pattern is displayed?,abstract,yes
85/85a6663b.jpg,How many camera lenses does it have?,4,2
87/87325acf.jpg,What color is the case?,orange,no
b8/b889ca15.jpg,Are these sneakers?,yes,yes
a1/a1ff5b0b.jpg,What material are the earrings?,gold,metal
b8/b8d381ea.jpg,What is being reflected?,light,no
4d/4d36f7f4.jpg,Is the chair upholstered?,yes,yes
1a/1ae25210.jpg,Is the pattern floral?,yes,yes
a8/a85f265c.jpg,What pattern is shown?,butterfly,yes
a9/a9ab770b.jpg,How many earrings?,2,2
23/23ebab40.jpg,How many bars are there?,2,2
e3/e3a4c68c.jpg,How many legs does the sofa have?,4,6
95/95adf8e7.jpg,What size are they?,aa,10
15/15d01f0f.jpg,What is on the face?,fairy,hands
91/91e0495b.jpg,What shape is the tower?,triangular,curved
cf/cf789d5d.jpg,How many stacked objects?,3,5
78/78337859.jpg,What is the predominant color?,pink,yes
b8/b840448c.jpg,What shape are the lids?,oval,oval
95/95ac552e.jpg,Is the container quilted?,yes,yes
20/20095fa9.jpg,What shape are the earrings?,teardrop,oval
e5/e55b775c.jpg,Is it shiny?,yes,yes
a8/a864025d.jpg,What shape is each item?,curved,oval
7e/7e166031.jpg,Is the cover shiny?,yes,yes
11/111dca19.jpg,What color is the chair?,blue,yes
29/29739308.jpg,How many cameras are visible?,4,0
5e/5e9729e6.jpg,What is the earring's material color?,rose,yes
18/18c90072.jpg,What is the main color towards the top?,blue,blue
00/009f156d.jpg,Is the object a phone?,case,yes
78/78b3126e.jpg,Is the phone visible?,yes,yes
e6/e6d6253a.jpg,What is the background color?,black,white
c7/c754bf0d.jpg,Is the background white?,yes,yes
4d/4d2c56c4.jpg,What color are the darker squares?,grey,black
b1/b12eb570.jpg,What is on the case?,wheel,yes
39/3992ec66.jpg,What shape is the pendant?,heart,oval
e7/e7fbcdaf.jpg,What is the item?,shoe,man
44/448c1559.jpg,What is the case's main color?,black,no
1c/1c6ef2e3.jpg,What color is the case predominantly?,pink,yes
c2/c26158ca.jpg,What color is the bottom?,black,no
1c/1c9f7913.jpg,Is there a smaller pouch?,yes,yes
e3/e3e2c09d.jpg,Is the surface colorful?,yes,yes
b6/b6c73e22.jpg,Is the case rectangular?,yes,yes
74/74f06d5f.jpg,What type of shoe is this?,flats,heels
90/906d9be4.jpg,How many legs are visible?,2,4
13/134ae5b5.jpg,What is on top of the tower?,clock,it
ea/ea781fa8.jpg,What is the case made of?,wood,yes
ab/ab86350d.jpg,What kind of product is this?,case,no
90/903befc0.jpg,What shape is the top?,curved,curved
86/86acab7b.jpg,What color is the phone screen?,purple,it
1b/1bc5e545.jpg,What is the item?,case,hand
e3/e3f35e21.jpg,What is the color of the case background?,black,black
61/6180092d.jpg,What is the object on the right?,boat,no
8e/8effe701.jpg,What is the sole's color?,brown,it
b3/b36eed8c.jpg,Is this necklace?,yes,yes
1f/1fff9b8d.jpg,What type of connector is on the left?,usb-c,no
7a/7a7bc023.jpg,What is its type?,luggage,no
1a/1a449673.jpg,How many colors are visible?,4,6
5f/5f877058.jpg,What is the shoe's sole color?,white,white
59/5920d166.jpg,What are these?,shoes,yes
05/05ede3e1.jpg,What is the color of bottom marker?,red,red
e0/e021c5a1.jpg,What is written on the left side?,chai,yes
8e/8efde959.jpg,What is the color of the second mask?,dots,yes
5c/5c4c0d6c.jpg,What shape is it?,round,oval
7c/7c150f6f.jpg,What is the phone's screen?,blue,yes
1e/1ee6bc50.jpg,How many prongs are there?,4,4
dc/dc9e3910.jpg,What is the shape of the neck?,round,curved
07/07cd3c4b.jpg,What shape are the dots?,round,round
8b/8b9d6413.jpg,What is drawn on the case?,beard,yes
d7/d72cd6e7.jpg,What is on the phone?,painting,yes
84/84b57fd3.jpg,Is there a keyhole?,yes,yes
40/403ecc2a.jpg,What is the case's background?,water,no
75/7502ecc7.jpg,What object is shown?,phone,no
00/00dabefa.jpg,Is it rough?,smooth,no
b0/b00e886c.jpg,What shape is the top?,round,oval
5d/5d330c2a.jpg,How many cameras are visible?,1,2
37/37d22e9b.jpg,What pattern is on the plates?,starburst,yes
c3/c3655b0b.jpg,What is this image of?,product,baseball
9f/9f89ca1e.jpg,How many rolls are visible?,5,6
cc/ccaff973.jpg,What color is the phone case?,black,black
0e/0edef8fc.jpg,Are the cables straight?,yes,no
12/12015e83.jpg,Is the case glossy?,yes,yes
39/39c5c4a9.jpg,Is there a number showing?,yes,yes
23/23583cac.jpg,What is the sole material?,rope,yes
5c/5c493f5a.jpg,What is the style?,mule,no
38/38e809f6.jpg,What material is the box made of?,fabric,yes
7b/7b61a380.jpg,What kind of phone-case is it?,cellular,hand
32/329b5e3d.jpg,What shape is shown?,rectangular,rec
2a/2a92e7cb.jpg,What is the color of the laces?,white,no
c0/c0ebabfc.jpg,What is the case's type?,cellular,no
f0/f0305a78.jpg,What type of product is this?,shoes,no
38/3868e87f.jpg,What is the main type of product?,case,no
10/108a12ac.jpg,How many slots are visible?,4,6
87/87beb523.jpg,What is the shape in the center?,star,oval
c2/c2ed594e.jpg,What is the item's color?,multi-colored,it
96/965c4f99.jpg,How many cameras are visible?,1,one
b2/b2504639.jpg,What shape is the clock?,round,oval
80/800e6a9a.jpg,What color is the cable?,yellow,yellow
2a/2a5bb77b.jpg,What is the charm's dominant color?,silver,no
5b/5b236c3a.jpg,What color are the arrows?,black,black
10/104cc567.jpg,What object is shown?,case,phone
03/03affbfa.jpg,What is the color of the ribbon?,red,red
02/02080a76.jpg,What color is the border?,black,black
af/afca9033.jpg,Does it have wheels?,yes,yes
ce/ced39ed6.jpg,What is depicted on the case?,shoes,yes
5b/5be89dbc.jpg,What shape is the camera?,circle,oval
98/984002d7.jpg,What shape is the phone case?,rectangular,rec
17/17a55e2f.jpg,How many cameras are visible?,1,one
c0/c0eae26a.jpg,What is the product?,cabinet,no
40/40445784.jpg,What is stacked?,stones,two
21/21bfd1fe.jpg,What material is the frame?,metal,metal
bd/bda1263b.jpg,What is the design's color?,gold,it
48/48cc4171.jpg,Is the background bricks?,yes,yes
17/17da36d4.jpg,What is the color of the sandal?,natural,tan
48/481bb53d.jpg,What is the background pattern?,stars,no
1a/1abe738b.jpg,Is the case hard?,yes,yes
df/df59153f.jpg,Are the earrings shiny?,yes,yes
a4/a4ef4167.jpg,What color is the case?,pink,yes
0a/0a70bd85.jpg,What is the background color?,beige,white
3a/3a6d64cf.jpg,What is the color of the word 'EAT'?,green,green
e6/e61f7a71.jpg,What is the primary color on the left?,red,blue
76/766674ed.jpg,What material is shelf?,metal,metal
c6/c6fddcee.jpg,What word is in pink?,sweet,yes
0c/0c81bba7.jpg,Is it a rectangle?,yes,yes
60/60f26769.jpg,What color are the curtains?,blue,blue
7c/7c1f3c4c.jpg,How many camera lenses do you see?,3,2
2c/2c523d62.jpg,What kind of item is this?,case,no
56/563b1e18.jpg,Is the top open?,yes,no
dd/dde36c1e.jpg,How many chairs are there?,2,2
ca/ca99c030.jpg,What color is the camera area?,pink,black
5d/5da5836f.jpg,What kind of ball is it?,recreation,no
4e/4ea6ffe9.jpg,What is the color of the logs?,brown,brown
41/41f96bde.jpg,What is she wearing?,pink,no
d8/d81be01d.jpg,Is the handle straight?,yes,yes
73/73d6a42d.jpg,What is the object's category?,chair,no
a0/a031e19c.jpg,What is the background pattern?,wood,yes
30/3035db73.jpg,What is the background color?,dark,white
f3/f3ae423e.jpg,What object is pictured?,case,hands
7e/7eecf56c.jpg,What word is on the phone case?,love,no
79/798cda26.jpg,How many pillows are visible?,2,6
98/98925f50.jpg,What color are the wheels?,black,black
30/30262022.jpg,What color is the screen protector?,blue,yes
92/92787e80.jpg,What color is the top?,blue,no
44/44abbdbb.jpg,What kind of material is pictured?,denim,no
e5/e55b775c.jpg,Is it round?,yes,yes
10/104634b9.jpg,What is the shape of the frame?,oval,oval
7b/7b78b98c.jpg,What object has rounded ends?,headphones,hands
6d/6d310821.jpg,What kind of material is the background?,wood,wood
e4/e44c1d67.jpg,Is there a sensor?,yes,yes
37/373dd771.jpg,What is the dominant color?,yellow,yes
dd/dde36c1e.jpg,Are there pillows present?,yes,no
7c/7c9c1397.jpg,How many camera lenses are visible?,1,0
0c/0ca1a4ab.jpg,How many ends are visible?,2,2
95/95fee126.jpg,What is the main color?,brown,brown
44/447c053c.jpg,What color is the trim?,black,black
9c/9c889dbb.jpg,Is there a rock?,yes,yes
01/01a9a902.jpg,Is the case glossy?,possibly,yes
59/59595246.jpg,What shape is it?,rectangular,rec
52/5267b69d.jpg,What is the product?,case,no
2c/2c2b6f00.jpg,What is reflecting in the water?,mountains,mountains
1e/1ed1bede.jpg,What geometric shape is featured on the back?,triangles,yes
7d/7d894c18.jpg,What color is prevalent?,yellow,blue
8e/8e79aaf8.jpg,What color is the bow?,pink,yes
23/2333ef4f.jpg,What type of product is this?,bulb,no
a4/a4e6dab0.jpg,What is the case's color?,black,black
af/afc7995a.jpg,What shape are these?,square,rectangular
30/30394112.jpg,Is there a shadow?,yes,yes
15/15971b60.jpg,Is the surface glossy?,yes,yes
a6/a6ff764d.jpg,What is the quantity of layers?,3,five
7c/7c0dbc70.jpg,What is painted?,case,hand
d9/d990fa8c.jpg,What is the crown's color?,blue,it
3d/3d4dfd3d.jpg,How many camera lenses are visible?,1,0
48/48578a4c.jpg,What is the item?,shoes,woman
41/41a7d150.jpg,Is the person climbing?,yes,yes
2f/2f618c33.jpg,What color is the phone case?,yellow,no
e9/e90e5248.jpg,Is the fabric smooth?,yes,yes
a5/a5039ee8.jpg,What color are the tables?,gold,white
ea/ea170285.jpg,What color is the handle?,green,yes
c6/c6051119.jpg,Is there a butterfly?,yes,yes
70/70713286.jpg,What is above the red?,yellow,hand
a3/a37a450e.jpg,What are these?,boxes,hands
a5/a599d37d.jpg,What are the hearts floating in?,pink,yes
86/86f44310.jpg,What color is the panel?,dark,no
8d/8d81dfa2.jpg,What kind of shoes are these?,slip-ons,sneakers
90/903c83ce.jpg,What borders the phone case?,lace,black
21/214cc428.jpg,What material is the chain made of?,metal,metal
e8/e8547be6.jpg,What color is shown?,pink,yes
11/11a0e7b0.jpg,What color is the handle?,black,yes
4d/4d6640e4.jpg,What surface are they on?,nan,no
6c/6c9fff40.jpg,What type of hardware is this?,handle,metal
c6/c6c91270.jpg,Is zigzag design present?,yes,yes
09/099a656b.jpg,Is the shoe flat?,yes,yes
77/77f52217.jpg,What is covering the speaker?,mesh,cover
15/15b5d1d7.jpg,What is the background color?,black,it
51/5149eab5.jpg,What illuminates the phone?,lights,yes
79/7927a907.jpg,What is the top color?,silver,black
50/50b2bef4.jpg,What is the knob's color?,silver,silver
ef/efbcd3e6.jpg,How many flowers shown?,many,10
ee/eed6f8e4.jpg,How many visible sides?,3,6
b1/b10f4f1d.jpg,What pattern is on the case?,abstract,yes
41/41a52cbc.jpg,How many cameras are visible?,3,0
a9/a9b958d6.jpg,What is the top color?,teal,no
0c/0c302949.jpg,What is the dominant color?,orange,yes
df/df4e526c.jpg,What is the shoes shade?,light,yes
75/757dd37d.jpg,What food is pictured?,macarons,no
25/253674b5.jpg,What color is the lipstick cap?,black,no
78/7873c34e.jpg,What is the green binder's position?,third,it
99/998360e5.jpg,How many cameras does the phone have?,3,2
58/585ecc63.jpg,What kind of bag is it?,duffel,no
13/1361c800.jpg,What color is the bracelet?,silver,silver
45/45c23ead.jpg,What is the container made of?,wood,metal
19/19d968e3.jpg,How many feathers are there?,5,ten
1e/1e6cacbc.jpg,What color is the chair?,brown,black
93/93ce33ea.jpg,What is visible outside the window?,trees,trees
26/26f2bda2.jpg,What pattern is on the sandal straps?,striped,yes
84/84fc24f4.jpg,Is it a slipper?,yes,yes
51/517e3fb0.jpg,What color is the case?,yellow,black
02/029016a7.jpg,What color is the top section?,blue,no
76/766b94b6.jpg,What design is featured?,guitar,yes
94/94285a91.jpg,What shape is the object?,rectangular,rec
c3/c3d26e6e.jpg,What is the case's color?,multicolor,black
94/94b45dd6.jpg,Is this an indoor or outdoor background?,indoor,no
81/81b7244e.jpg,What object is silhouetted?,people,yes
b2/b23c6ccf.jpg,What shape are they?,rectangular,rec
13/131c24d9.jpg,What color is the phone case?,brown,no
c4/c4982a86.jpg,What kind of product is shown?,protector,yes
79/79f6ca34.jpg,What is she holding?,camera,yes
2e/2e9c15f6.jpg,Are the boxes stacked?,yes,yes
32/3249f133.jpg,Is this necklace long?,no,yes
be/be0694e1.jpg,What color are the earrings?,green,yes
79/7956c714.jpg,What color is the case?,pink,yes
ca/ca0769de.jpg,Is the inside dark or light?,dark,dark
80/8000ec2d.jpg,What is the image pattern?,water,no
44/44b53190.jpg,What color is the right edge?,blue,blue
ae/aea009fb.jpg,What shape is the peace sign?,circle,oval
2b/2b7d8663.jpg,What color is the phone case?,gold,yes
77/7730a9c4.jpg,What color is the hair?,orange,red
9c/9ca99690.jpg,Is there a person shown?,yes,yes
cc/cc239121.jpg,How many lions are there?,2,0
70/702addd8.jpg,What is the flower color?,pink,yes
7b/7b7e3f27.jpg,What is the pendant's shape?,round,oval
dd/dd130630.jpg,What color is the background?,black,black
7f/7fa9775a.jpg,What is this?,handle,hand
84/84219fdb.jpg,Is the shoe open?,yes,yes
71/714d44ff.jpg,What color is one cartridge?,black,yes
e4/e4ca2110.jpg,What shape is the pendant?,cross,rec
e0/e0eee29c.jpg,What is the primary material?,fabric,metal
9f/9f538261.jpg,What is the necklace's color?,silver,silver
c2/c227e58e.jpg,What shape is the case?,rectangle,rec
aa/aacee71a.jpg,What is the background color?,green,yes
ea/eab03571.jpg,What kind of fastener is shown?,buckle,sliding
7f/7f30b5de.jpg,What shape is the green stone?,heart,oval
71/713e042b.jpg,What color is the earring?,green,yes
38/3845ddc5.jpg,What is the product's material?,wood,yes
d0/d0e7ddf4.jpg,What color is the product?,white,white
cf/cf6b50d7.jpg,What are the small flags?,banners,no
05/056fe43a.jpg,What formula is prominently displayed?,e=mc2,hands
db/db4ebdd4.jpg,What is the background color?,black,black
0c/0c5fa640.jpg,What object is featured?,leaf,hand
65/6596623a.jpg,What is the device orientation?,vertical,no
3a/3a776b18.jpg,What color are the gloves?,black,black
8a/8a6b0b4b.jpg,What animal is on the case?,bunny,yes
53/53b05d31.jpg,Is there a camera hole?,yes,yes
86/869a3f94.jpg,What is the background color?,blue,white
87/8762949b.jpg,How many plates are present?,2,2
06/0634a938.jpg,What color is the safe?,black,yes
ab/ab163a85.jpg,Is the pendant shiny?,yes,yes
ad/adba4e0c.jpg,What is the sole color?,white,white
02/02b25d6c.jpg,What is the product?,case,no
1b/1b9f09d8.jpg,What color are the shoes?,black,black
54/5401e351.jpg,Are trees present?,yes,yes
8a/8a4a9ed5.jpg,What is the main color?,blue,no
8f/8fdd5ed3.jpg,What is the product?,hardware,yes
9d/9d4d074b.jpg,What are these?,shoes,sandals
06/06988461.jpg,What shape are patterns?,squares,rec
59/59354e89.jpg,What color is the jacket?,yellow,yellow
de/de459afe.jpg,What is the case's color?,gray,it
50/500eb0a4.jpg,Is the case smooth?,yes,no
a9/a955d0be.jpg,How many camera lenses?,2,2
96/96e81a61.jpg,Is there a clasp?,yes,no
04/041cc119.jpg,What is the girl's dress color?,pink,it
91/91d2da8c.jpg,What type of case is this?,phone,hand
1c/1c5a9992.jpg,What color are the stripes?,white,black
c1/c1751966.jpg,What kind of product is it?,paper,yes
59/59f6d536.jpg,Is the color bright?,yes,yes
b7/b7f50611.jpg,What color is the case?,black,black
43/430e28a7.jpg,Is the shoe's sole visible?,yes,no
d5/d53fa17c.jpg,Is the product patterned?,yes,yes
df/dfb5daab.jpg,Are the shoes open?,yes,yes
9b/9beb3739.jpg,Is the item rectangular?,yes,yes
6e/6e901e13.jpg,What pattern is visible?,bricks,no
ba/ba01d1d6.jpg,What is the bear's primary color?,brown,brown
c5/c5970bbb.jpg,What color is the mascara?,black,black
42/429da9bc.jpg,How many USB ports are visible?,2,4
ed/ed60b249.jpg,What is supporting the umbrella?,pole,legs
44/4413a26c.jpg,Is this rectangular?,yes,yes
d9/d9d054e1.jpg,What is the background material?,wood,wood
b5/b5b45fbc.jpg,What is the number of USB ports?,4,6
31/31b2c31b.jpg,What color is the gem?,red,red
6f/6f551af8.jpg,Is the case rectangular?,yes,yes
8b/8b4f50ae.jpg,What color is on bottom?,orange,red
8f/8f0bfabf.jpg,How many rollers are present?,2,ten
be/be6db596.jpg,What is above the sphinx?,sky,sky
f1/f115615b.jpg,What color is the background?,black,white
2f/2fedfe4c.jpg,How many items are shown?,1,two
7c/7cccfc9d.jpg,What is on the bottom?,treads,someone
63/63837fcd.jpg,What material are the blocks?,wood,wood
cd/cd2f33b3.jpg,Is there toilet paper?,no,yes
1e/1e8027ac.jpg,How many items per pack?,4,0
8b/8bca569d.jpg,How many curtains are there?,1,2
78/7801ad50.jpg,What color is it?,black,no
e0/e01ab069.jpg,Is yellow present?,yes,yes
3d/3d4e53f2.jpg,How many cameras are visible?,3,0
62/621198b3.jpg,What brand is printed on the adapter?,amazonbasics,yes
ac/ac7f9580.jpg,What is the case's main color?,black,black
76/760da8f7.jpg,What color is the case?,purple,maroon
28/28479643.jpg,What is the color of the heart?,red,red
d5/d558e987.jpg,Are there many cacti?,yes,yes
d9/d981f76c.jpg,What are the beads' color?,white,white
dc/dcbb35c0.jpg,Are there any flowers?,yes,yes
91/91613d4b.jpg,What is the dominant color?,red,yes
c3/c38beedf.jpg,What fruit is pictured?,orange,yes
ae/aea6cbd3.jpg,Is the case rectangular?,yes,yes
9f/9f50b97b.jpg,What is the dress color?,red,it
00/0028bbb2.jpg,What kind of closure is visible?,zipper,closed
85/85c51890.jpg,What shape is the body?,triangle,oval
5f/5f035d82.jpg,What is the item?,case,yes
ed/ed8c5f81.jpg,What number does the chain form?,6,no
6f/6f5322bb.jpg,What is the case covered in?,candy,yes
5c/5c08c27a.jpg,What is the phone's type?,cellular,no
3e/3e8cffc6.jpg,Are there any clouds?,yes,yes
31/31b3fc39.jpg,What color is the item?,white,yes
40/403263d8.jpg,What shape is the hole?,circular,oval
8f/8f001f44.jpg,How many cameras are visible?,3,2
58/58af69d3.jpg,What animal is pictured?,horse,dog
7b/7b496c9b.jpg,What is the object made of?,metal,metal
5a/5a8219ab.jpg,What kind of product is this?,case,no
c1/c1a3da84.jpg,What pattern does each towel have?,stripes,no
ed/edd08865.jpg,What shape is the design?,heart,oval
03/034d7527.jpg,What background material is used?,wood,no
65/65f47caa.jpg,What type of closure is visible?,zipper,closed
d9/d990fa8c.jpg,What pattern is visible?,london,yes
b4/b4fd2d8f.jpg,What is the pendant's shape?,square,rectangular
84/841c6e2d.jpg,Are there wall anchors?,yes,yes
f2/f28f8a8e.jpg,What color is the sun?,yellow,it
76/7623350a.jpg,What color is the foreground car?,black,black
45/452a2fd9.jpg,What color is the left side?,pink,yes
a2/a2305965.jpg,How many earrings are pictured?,2,2
c7/c70bca73.jpg,Is there a flash?,yes,no
07/073426be.jpg,What is the sky's color?,blue,blue
41/419a8d0b.jpg,What pattern is the pillow?,striped,yes
e5/e5a6502a.jpg,What's the material's colour?,dark,no
89/89447979.jpg,What is the color of the letter?,gold,white
1e/1e5617c3.jpg,What color is the case?,black,black
bc/bcf21b08.jpg,What is the mirror's reflection?,gray,no
99/99c96cce.jpg,What type of object is this?,case,hand
79/7927a907.jpg,What is written at bottom?,pink,no
8f/8fa53763.jpg,Are they shiny?,yes,yes
80/80370c8d.jpg,What color is the massager?,white,white
03/0365338d.jpg,What color is at the bottom?,white,white
d4/d44bd33f.jpg,What is the hanger hook material?,metal,metal
b3/b305ab27.jpg,What shape is repeated on the bedding?,circle,oval
ed/ed62b166.jpg,What is the bag's pattern?,crocodile,no
07/073dc383.jpg,What color is the predominant background?,blue,blue
13/130f9d5a.jpg,What pattern is the comforter?,solid,no
5d/5d9bc750.jpg,How many bars are present?,2,4
9c/9cd03142.jpg,Is the letter in a dark color?,no,yes
e9/e9b140ba.jpg,How many stripes are shown?,3,2
49/499141db.jpg,Is the case rectangular?,yes,yes
4b/4b698511.jpg,What is the material's texture?,shiny,no
ec/ecbde42d.jpg,Are there laces visible?,yes,yes
72/72e47b27.jpg,Is the cover on the phone?,yes,yes
6e/6ed4dc03.jpg,What is the pattern?,floral,no
c1/c1cfb4e5.jpg,What is the phone's logo?,apple,yes
09/09997d66.jpg,What is the case's pattern mostly made of?,swirls,yes
dc/dc9528d5.jpg,What shape is the case?,rectangle,rec
d6/d673cad7.jpg,What is the image background color?,grey,gray
bb/bb689e14.jpg,Is the case rectangular?,yes,yes
32/32af843c.jpg,Is the background white?,yes,yes
f0/f0bdc0b7.jpg,How many stacks are there?,3,5
98/984002d7.jpg,Is the phone case portrait?,yes,yes
0c/0cf45280.jpg,What is the text color?,blue,white
82/82a16872.jpg,What primary color is present?,blue,blue
64/645fd2e4.jpg,What shape is the lens?,circle,round
ab/abd60fb6.jpg,Is the case glossy?,no,yes
24/24fdbabc.jpg,What is the product type?,sheet,no
de/def67378.jpg,How many hooks present?,2,2
ca/caa55d08.jpg,Is the design symmetrical?,yes,yes
0c/0cc365ab.jpg,What shape are the attachments?,round,oval
58/5807448b.jpg,What is above the mustache?,sunglasses,sunglasses
4b/4b2e8080.jpg,Is the tower white?,yes,no
98/98ddbd95.jpg,What is the case used for?,phone,no
a9/a9e4d81d.jpg,What insects are pictured?,butterflies,no
09/09edaede.jpg,Is the surface smooth?,no,no
df/df4d5214.jpg,Is there a pattern?,yes,yes
91/91b350a1.jpg,What shape is hanging?,heart,oval
ae/ae86849d.jpg,How many squares visible?,9,ten
20/20bfddae.jpg,Is the shoe inside?,no,no
1b/1b42cc32.jpg,What color is the suitcase?,grey,white
cd/cd90bcac.jpg,What is the color?,purple,purple
9d/9d731fe2.jpg,What shape is the case?,square,rec
ee/ee545a56.jpg,What color is the brushstroke?,blue,blue
85/85527c58.jpg,What color is it?,cream,white
02/02f94028.jpg,What is the background color?,orange,white
ed/ede205b6.jpg,What color are the shoes?,brown,maroon
00/005246c7.jpg,How many arrow keys are present?,4,0
7a/7ab27330.jpg,Are the colors vibrant?,yes,yes
7d/7d7713eb.jpg,What is the background color?,black,white
a9/a9259882.jpg,What stone is featured?,pearl,yes
d9/d90b2cd4.jpg,What logo is shown?,apple,yes
34/34ea40e3.jpg,What is the background color?,blue,blue
1e/1ead30ec.jpg,Are objects folded?,yes,yes
41/410bc5f6.jpg,Is there more than one flower?,yes,yes
98/98c495df.jpg,What is the color?,white,white
bc/bc9a9df5.jpg,Is the background white?,yes,yes
33/335282b9.jpg,What item is this?,case,yes
94/94712842.jpg,What is the case material?,stone,metal
3a/3a40e468.jpg,What is the stapler's orientation?,diagonal,vertically
43/436ca621.jpg,How many camera holes?,3,2
28/289a4849.jpg,What is the fruit attached to?,branch,no
c4/c4bf677b.jpg,What pattern is on the case?,zigzag,yes
4b/4bb7b1d1.jpg,What is this item?,opener,hand
2b/2b52c281.jpg,What animal is pictured?,cat,yes
7d/7d74bdb3.jpg,What is the sole color?,brown,tan
6f/6fddc997.jpg,Is the phone case rectangular?,yes,yes
0f/0fc28091.jpg,What is at the top?,cameras,no
bb/bb1be728.jpg,What color are the shoes?,white,white
d9/d9470dc0.jpg,What shape is the camera hole?,circle,oval
ce/ce32c8e2.jpg,What is the hooks' material?,metal,metal
7b/7b8991a0.jpg,How many legs are there?,3,6
24/246c6331.jpg,What is the pendant's shape?,round,oval
94/942f4137.jpg,What color is the shoe?,blue,yes
b5/b52282b1.jpg,What color is the case?,orange,no
35/35eef69b.jpg,What is the lion's coloring?,white,black
a8/a872fc65.jpg,What is the casing's material?,plastic,yes
ca/cabe2786.jpg,What is hanging?,chain,yes
a9/a9c99e4e.jpg,What is the background color?,purple,yes
91/9160f603.jpg,What is on the case?,camera,yes
70/70b5df38.jpg,What color is the center?,black,black
74/74992a0c.jpg,What shape is below the text?,bowtie,oval
b8/b8d4c800.jpg,What is the shape?,rectangle,rectangular
e8/e84efe10.jpg,What are the circles?,rivets,hands
b2/b26fb210.jpg,What color is the filament?,white,white
73/73fd6285.jpg,Is it a phone case?,yes,yes
45/45f20b04.jpg,What is the item's material?,nylon,yes
d7/d79fc44b.jpg,What shape is the stand?,curved,curved
07/0704ba3f.jpg,What kind of footwear?,shoes,sneakers
4f/4f9a2ab6.jpg,What shape is it?,rectangular,rec
35/35b4ca15.jpg,What is the shape?,rectangle,rec
5d/5dd3618f.jpg,What color is the item?,silver,white
2b/2b397eb7.jpg,What color is the boot?,grey,white
b1/b12eb570.jpg,What is the product?,case,no
08/08a87c3c.jpg,Is this rectangular?,yes,yes
4b/4b30c6c2.jpg,Is there a plant present?,yes,yes
c7/c7eddb57.jpg,Is the background dark?,yes,no
ca/cafb14c8.jpg,What material is the base?,metal,metal
04/045c13d4.jpg,How many sheets are visible?,2,2
47/47733596.jpg,Is the camera hole visible?,yes,yes
65/650c6ba3.jpg,What food is pictured?,donuts,yes
e1/e10e58e9.jpg,What is the phone case's main design?,vehicles,yes
b0/b05d486f.jpg,Is the pitcher full?,no,no
15/15795098.jpg,What is the color of the blue circle on the back?,blue,blue
e1/e13d46d1.jpg,What color is the phonecase?,black,black
8b/8ba8c441.jpg,What is the main color?,black,black
64/6446042b.jpg,How many speakers visible?,1,2
2a/2aebbc7b.jpg,What color is the lion's mane?,brown,it
05/057ed39e.jpg,What shape is the lightbulb?,cylindrical,oval
01/0120cf4c.jpg,What color are the flowers?,blue,blue
39/39c5c4a9.jpg,What shape is the scale?,rectangular,rectangular
b4/b427b82d.jpg,What is the color of the frame?,brown,brown
55/55ca6aed.jpg,Are there two?,yes,no
7c/7c55299e.jpg,Are the shoes on a surface?,yes,yes
9d/9d6d85fa.jpg,What shape are the hangers?,curved,curved
cd/cdee6894.jpg,Is the wood smooth or rough?,rough,no
26/265d8a4d.jpg,Is the toe pointy?,yes,yes
35/35b56e31.jpg,"What are these, glasses or sunglasses?",sunglasses,yes
a7/a79885b1.jpg,What's the object type?,case,no
44/44af9f29.jpg,Is the background white?,yes,yes
c0/c08780d6.jpg,What shape are the red symbols?,hearts,yes
d7/d7dcc085.jpg,Is the case decorated?,yes,yes
38/382584e6.jpg,Are there two butterflies?,yes,yes
3a/3a776b18.jpg,How many gloves are visible?,2,2
43/43e17e90.jpg,Is the item rectangular?,yes,yes
02/0280e0b9.jpg,What footwear is shown?,sandal,sandals
a3/a304b089.jpg,What color is the moon?,red,it
96/96979efa.jpg,Is the pattern bright?,yes,yes
9c/9c03b892.jpg,What is the product?,handle,yes
4b/4b4d4d20.jpg,Are the shoes laced?,yes,yes
06/065d7ce8.jpg,How many cameras are visible?,1,2
e3/e3b08e83.jpg,What shape are the bright figures?,stars,no
e4/e4ddea20.jpg,What number does the design resemble?,8,hands
b7/b7f50611.jpg,What color are the cords?,white,no
28/28d0b065.jpg,What is the item?,bracelet,yes
76/76a8be8f.jpg,What material is this?,plastic,no
12/12dfc911.jpg,Is the heel thick?,yes,yes
dd/dd665fe1.jpg,Is there gold on the shoe?,yes,yes
eb/eb7eae43.jpg,What shape is the case?,rectangle,rec
93/93828a75.jpg,What is the interior color?,blue,blue
70/70b8ae88.jpg,How many jars are there?,3,0
15/15f262dc.jpg,What color is the chair?,white,no
61/61aa5c76.jpg,Are there white spots?,yes,yes
75/759a7bad.jpg,How many pencils are visible?,twelve,no
c0/c0bfe347.jpg,What color is the blanket?,ivory,white
